"screen_id","screen_title","control","control_type","current_implementation","expected_on_click","confirmation_required","permission_gate","data_effect","priority","implementation_note"
"FSH_005","Mark Purchased","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FSH_005","Mark Purchased","Toggle status","primary","PLANNED_REQUIRED","change purchased state","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FSH_006","Undo Purchased","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FSH_006","Undo Purchased","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FSH_006","Undo Purchased","Toggle status","primary","PLANNED_REQUIRED","change purchased state","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FSH_007","Add Shopping Item","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FSH_007","Add Shopping Item","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FSH_007","Add Shopping Item","Add item","primary","PLANNED_REQUIRED","write shopping item","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FSH_008","Search Grocery","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FSH_008","Search Grocery","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FSH_008","Search Grocery","Search","field","PLANNED_REQUIRED","query grocery/food catalog","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FSH_008","Search Grocery","Add result","row","PLANNED_REQUIRED","write shopping item","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FSH_009","Manual Grocery Item","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FSH_009","Manual Grocery Item","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FSH_009","Manual Grocery Item","Add item","primary","PLANNED_REQUIRED","write shopping item","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FSH_010","Scan Grocery Barcode","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FSH_010","Scan Grocery Barcode","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FSH_010","Scan Grocery Barcode","Scan barcode","primary","PLANNED_REQUIRED","open barcode scan","no","CAMERA","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FSH_011","Plan Requirements","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FSH_011","Plan Requirements","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FSH_011","Plan Requirements","Add/remove/mark available","row","PLANNED_REQUIRED","update shopping/pantry state","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FSH_012","Consolidated Ingredients","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FSH_012","Consolidated Ingredients","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FSH_012","Consolidated Ingredients","Add/remove/mark available","row","PLANNED_REQUIRED","update shopping/pantry state","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FSH_013","Recipe Ingredients","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FSH_013","Recipe Ingredients","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FSH_013","Recipe Ingredients","Add/remove/mark available","row","PLANNED_REQUIRED","update shopping/pantry state","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FSH_014","Pantry","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FSH_014","Pantry","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FSH_014","Pantry","Add/remove/mark available","row","PLANNED_REQUIRED","update shopping/pantry state","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FSH_015","Shopping Empty","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FSH_015","Shopping Empty","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FSH_015","Shopping Empty","Retry","primary","PLANNED_REQUIRED","recover shopping state","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"FSH_016","Shopping Offline","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"FSH_016","Shopping Offline","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"FSH_016","Shopping Offline","Retry","primary","PLANNED_REQUIRED","recover shopping state","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"RCP_001","Recipes Dashboard","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"RCP_001","Recipes Dashboard","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"RCP_001","Recipes Dashboard","Recipe row","row","PLANNED_REQUIRED","open Recipe Detail","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"RCP_001","Recipes Dashboard","Import","primary","PLANNED_REQUIRED","open Import Source Choice","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"RCP_001","Recipes Dashboard","Create recipe","secondary","PLANNED_REQUIRED","open Create Recipe","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"RCP_002","Saved Recipes","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"RCP_002","Saved Recipes","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"RCP_002","Saved Recipes","Recipe row","row","PLANNED_REQUIRED","open Recipe Detail","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"RCP_002","Saved Recipes","Import","primary","PLANNED_REQUIRED","open Import Source Choice","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"RCP_002","Saved Recipes","Create recipe","secondary","PLANNED_REQUIRED","open Create Recipe","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"RCP_003","Recipe Search","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"RCP_003","Recipe Search","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"RCP_003","Recipe Search","Search","field","PLANNED_REQUIRED","query recipes","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"RCP_003","Recipe Search","Result","row","PLANNED_REQUIRED","open Recipe Detail","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"RCP_004","Recipe Results","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"RCP_004","Recipe Results","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
